country,in_degree,out_degree,betweenness,closeness,degree_centrality,eigenvector,eccentricity,year
Morocco,880676.7180000001,137827.813,0.0005158730158730158,0.5915237253168287,0.7377777777777778,0.004042246962023546,2,2023
Portugal,3853623.448,4821914.551,0.22494708994708992,0.622917442582247,1.1733333333333333,0.018117725847190968,2,2023
India,2634405.0259999996,27044241.65,0.004424603174603175,0.681970778117567,1.4577777777777778,0.01605266746275153,2,2023
Viet Nam,3212223.1270000003,310840.539,0.004424603174603175,0.5962685680332739,0.8933333333333333,0.01148228781291808,2,2023
South Africa,2287850.74,472819.235,0.06903769841269841,0.6861675213675213,1.2933333333333332,0.009081418961446971,2,2023
Uruguay,377386.26800000004,194714.10700000002,0.0,0.5718062678062678,0.6844444444444444,0.0016536229721975716,2,2023
American Samoa,148.221,73.811,0.015823412698412698,0.4551111111111111,0.057777777777777775,4.968534389815786e-08,3,2023
Gambia,22366.851,18.626,0.010634920634920634,0.5425898891592322,0.25333333333333335,8.245517490475958e-05,2,2023
Mauritius,194443.71300000002,31546.195,0.01113095238095238,0.5899588477366254,0.5822222222222222,0.0004851078357605107,2,2023
Namibia,172876.571,2121.5980000000004,0.04244047619047619,0.6143373125191307,0.6933333333333334,0.00023476938110495978,2,2023
New Zealand,1484245.152,491852.10000000003,0.014841269841269841,0.6211822965026308,1.008888888888889,0.006754729209937618,2,2023
Samoa,8168.421999999999,198.71300000000002,0.004424603174603175,0.5126538952745849,0.13333333333333333,1.3352370502182013e-05,2,2023
Andorra,46352.895,132.493,0.027609126984126982,0.5347828403943512,0.29777777777777775,0.0001737925848479634,2,2023
China,45140745.584,11853323.732,0.008869047619047618,0.6426641050272174,1.3377777777777777,0.2486565996314875,2,2023
Colombia,3584650.151,576629.345,0.006438492063492064,0.593096926713948,0.7955555555555556,0.02127885825386592,2,2023
El Salvador,554634.197,213891.087,0.006587301587301587,0.5994743130227002,0.6311111111111111,0.002094530834207719,2,2023
Gabon,107781.847,127.715,5.9523809523809524e-05,0.6010901467505241,0.4888888888888889,0.00029347912319330243,2,2023
Kuwait,1713019.812,29914.956000000002,0.004424603174603175,0.6109710806697108,0.5511111111111111,0.009432800794857598,2,2023
Malta,428271.923,755326.35,0.023293650793650793,0.6160343769183547,0.8977777777777778,0.0009675225148341381,2,2023
Norway,2478380.31,1431209.358,0.0,0.6160343769183547,0.9644444444444444,0.012099759260929727,2,2023
Panama,834907.376,210198.342,0.007261904761904762,0.6076415379957615,0.6088888888888889,0.0032306081032524086,2,2023
Saint Vincent and the Grenadines,9204.799,38.461,0.004642857142857143,0.5718062678062678,0.31555555555555553,3.381166588690297e-05,2,2023
Sweden,6474690.187,15629360.973,0.0044444444444444444,0.6335353535353535,1.1688888888888889,0.037455551861837244,2,2023
Ukraine,2156378.618,236160.179,0.022876984126984128,0.6010901467505241,0.9466666666666667,0.007776897989986424,2,2023
United Kingdom,25825516.891,24527335.015,0.00884920634920635,0.7287726942628903,1.5422222222222222,0.14895537800598818,2,2023
Angola,320612.88300000003,1680.859,0.018700396825396825,0.5837812681791739,0.4222222222222222,0.000797001375082151,2,2023
Brazil,10847133.6,1825337.009,0.008630952380952382,0.5946785185185185,1.1422222222222222,0.06424192057527667,2,2023
Cabo Verde,14663.339999999998,32.693,0.0010714285714285715,0.5091425672247589,0.14666666666666667,1.6111297731959196e-05,3,2023
Congo,88689.95,2332.974,0.001388888888888889,0.5718062678062678,0.36,0.00033620444583212154,2,2023
Dem. Rep. of the Congo,465049.3410000001,2734.8779999999997,0.044543650793650795,0.5792323232323232,0.4,0.0015236057463814112,2,2023
Cuba,61869.015,19181.541,0.06794312169312168,0.5297017682765901,0.3511111111111111,0.00010972899721789733,2,2023
Gibraltar,23004.990000000005,5.031,0.0072123015873015875,0.4858484628419269,0.08888888888888889,7.519838444310193e-05,3,2023
Mongolia,175567.847,688.25,0.0,0.5853135024788568,0.4,0.0004917772700053821,2,2023
Sao Tome and Principe,2274.261,7.024,0.00878968253968254,0.5138351254480287,0.12444444444444444,4.12261675137922e-06,3,2023
USA,170353797.26700002,103442598.399,0.013095238095238096,0.7263988418385813,1.5422222222222222,0.6110131739431283,2,2023
Antigua and Barbuda,13473.813,568.609,0.0208234126984127,0.5674413344642352,0.37333333333333335,7.266791682919854e-05,2,2023
Br. Virgin Isds,4109.702,9.803,0.0,0.5210384215991692,0.13777777777777778,1.466467512469726e-05,2,2023
Dominica,5518.465,760.043,0.0002380952380952381,0.5222586520947177,0.26666666666666666,2.5317242949383666e-05,2,2023
Grenada,10612.082,373.342,0.00890873015873016,0.536068376068376,0.2222222222222222,6.653964358269878e-05,2,2023
Jamaica,182288.309,7379.072,0.008313492063492063,0.5732762067980577,0.42666666666666664,0.0006492246678261896,2,2023
Montserrat,1697.4289999999999,85.66,5.9523809523809524e-05,0.5033960371206421,0.10222222222222223,1.1234613915448013e-05,2,2023
CuraÃ§ao,30402.951999999994,5823.059,0.0,0.5297017682765901,0.26222222222222225,0.00011265456682867197,2,2023
Saint Maarten,9963.397,42.409,0.0,0.4988913745960726,0.09777777777777778,4.3459337850530516e-05,3,2023
Saint Kitts and Nevis,3781.016,6.501,0.0,0.5103076531909484,0.13777777777777778,8.23021892756633e-06,2,2023
Trinidad and Tobago,173143.407,3437.9,0.0208234126984127,0.6177408433364111,0.56,0.0007284908123698278,2,2023
Egypt,3650318.083,507329.314,0.022946428571428572,0.6126495726495726,1.048888888888889,0.019604772982918777,2,2023
Brunei Darussalam,238527.18800000002,1328.126,0.12391865079365082,0.5777317213586644,0.40444444444444444,0.00109456911343166,2,2023
Belarus,630781.165,77382.868,0.021001984126984126,0.5399623352165724,0.36,0.0015529665559689783,2,2023
"China, Hong Kong SAR",3703517.699,935436.201,0.012321428571428572,0.6043480879253237,1.0044444444444445,0.0184851078132568,2,2023
Israel,3572459.428,2401292.41,0.026061507936507935,0.6076415379957615,0.9066666666666666,0.021864638100287798,2,2023
Latvia,999422.035,653000.255,0.0043055555555555555,0.5853135024788568,0.92,0.002370360224938733,2,2023
Russian Federation,11944246.81,672043.1290000001,0.010535714285714285,0.5822570351029881,0.7422222222222222,0.0531533203270065,2,2023
United Arab Emirates,5714623.596,1445476.162,0.05673611111111111,0.659776462853386,1.2533333333333334,0.03266370579105281,2,2023
Uzbekistan,1635326.469,24408.064,0.0,0.5703438476840011,0.4533333333333333,0.0033828420630737676,2,2023
Argentina,2677217.83,983735.343,0.00496031746031746,0.5792323232323232,0.8355555555555556,0.015630970449922676,2,2023
Bahrain,534368.1190000001,10125.019,0.025363756613756616,0.5978671432826929,0.5066666666666667,0.0021490473050669433,2,2023
Armenia,224431.375,35658.369999999995,0.15038690476190475,0.6059903381642512,0.5288888888888889,0.0010147681724930542,2,2023
Barbados,47364.059,27812.462,0.004424603174603175,0.5703438476840011,0.41333333333333333,0.0001452648224532947,2,2023
Bolivia (Plurinational State of),234862.776,2848.8830000000003,0.008349867724867725,0.5703438476840011,0.4088888888888889,0.0005407912196519067,2,2023
Bosnia Herzegovina,500164.054,99563.686,0.0,0.5777317213586644,0.5288888888888889,0.001872590214276725,2,2023
Belize,30091.436,969.937,0.0017857142857142857,0.551991199119912,0.3111111111111111,0.0001961764803254651,2,2023
Myanmar,478346.904,2037.1299999999999,0.0,0.5762388745334481,0.3688888888888889,0.0008770972824498565,2,2023
Sri Lanka,588939.1359999999,12894.092,0.15422288359788358,0.5915237253168287,0.6933333333333334,0.0016989806849518844,2,2023
Costa Rica,979946.234,227387.174,0.03297619047619048,0.6010901467505241,0.7377777777777778,0.004603471935908931,2,2023
Benin,137456.34000000003,2973.907,0.00816468253968254,0.5703438476840011,0.36,0.0005000941900728658,2,2023
Dominican Rep.,889029.964,227162.28,0.0,0.5946785185185185,0.8088888888888889,0.004452026841774821,2,2023
Ecuador,1271400.912,48828.511,0.004365079365079365,0.5868538011695905,0.5822222222222222,0.004513447603969207,2,2023
Estonia,737012.4,169542.438,0.022311507936507935,0.5884022280856054,0.6577777777777778,0.0025391169865079818,2,2023
French Polynesia,69928.72499999999,30.781,0.0,0.551991199119912,0.23555555555555555,0.00033060116851292283,2,2023
Ghana,294724.348,13471.425,0.2062797619047619,0.6126495726495726,0.6888888888888889,0.0009071325780616314,2,2023
Guatemala,970115.3690000001,326923.06,0.004424603174603175,0.5899588477366254,0.5688888888888889,0.003377734386142323,2,2023
Guyana,38000.545,4710.906,0.16166666666666665,0.5479224679224679,0.3333333333333333,0.00010602660014377026,2,2023
Honduras,709636.691,28759.961,0.030932539682539683,0.5946785185185185,0.5333333333333333,0.002524390988737096,2,2023
Iceland,242012.649,125879.971,0.002113095238095238,0.5674413344642352,0.5733333333333334,0.0006265761253308254,2,2023
Indonesia,1240303.739,719344.654,0.010198412698412698,0.5946785185185185,1.048888888888889,0.00680908175629353,2,2023
Iraq,1519622.158,892.8560000000001,0.008343253968253968,0.5822570351029881,0.40444444444444444,0.005267818235506399,2,2023
Japan,29746924.882,15140083.531,0.00951388888888889,0.6143373125191307,1.1066666666666667,0.19810942555694577,2,2023
Kyrgyzstan,231708.714,3711.4469999999997,0.0,0.5688888888888889,0.4,0.00039867353735484833,2,2023
Lao People's Dem. Rep.,57501.444,204.614,0.004345238095238096,0.5547374239911553,0.29333333333333333,0.0001611938095774072,2,2023
Lebanon,667921.976,53860.299999999996,0.007152777777777778,0.5994743130227002,0.6133333333333333,0.002845379580633143,2,2023
"China, Macao SAR",465224.457,10631.851,0.0010317460317460316,0.5718062678062678,0.37777777777777777,0.0017997958347616702,2,2023
Mexico,7184317.604,2758242.496,0.003373015873015873,0.5868538011695905,0.9377777777777778,0.050463632206370554,2,2023
"Other Asia, nes",5518947.75,1311146.192,0.028214285714285713,0.5978671432826929,0.9022222222222223,0.03561603271214262,2,2023
Rep. of Moldova,301824.859,42059.966,0.012509920634920634,0.5822570351029881,0.5555555555555556,0.0008569005961310075,2,2023
Mozambique,322431.344,201.928,0.028045634920634922,0.5837812681791739,0.39555555555555555,0.0004286243999035003,2,2023
Oman,693169.695,109663.599,0.07438492063492064,0.6027147147147147,0.6888888888888889,0.0012114488912276472,2,2023
Nicaragua,506619.839,20617.637,0.020248015873015873,0.5660011280315849,0.37333333333333335,0.0010347937250190166,2,2023
Niger,96538.501,2466.501,0.0,0.5732762067980577,0.37777777777777777,0.0003243110463220937,2,2023
Pakistan,832780.5970000001,415222.181,0.0073346560846560835,0.5884022280856054,0.9866666666666667,0.004046460952016682,2,2023
Paraguay,470958.39100000006,94569.148,0.0,0.5762388745334481,0.56,0.002360949786672522,2,2023
Peru,1070604.524,120416.608,0.023343253968253968,0.5946785185185185,0.72,0.004628351213139971,2,2023
Suriname,16182.567,137.065,0.0,0.5386580783682232,0.20444444444444446,5.100186350837908e-05,2,2023
Eswatini,40816.287,3957.047,0.0588425925925926,0.5703438476840011,0.5688888888888889,0.00010886292290791657,2,2023
Tunisia,610316.154,122675.561,0.00035714285714285714,0.5732762067980577,0.64,0.0025842316996901,2,2023
Venezuela,247728.69799999997,6226.122,0.013015873015873015,0.5533609043286463,0.36444444444444446,0.0005264178290427116,2,2023
Yemen,304527.411,147.57399999999998,0.010972222222222222,0.5589083820662768,0.26222222222222225,0.0005716795095990155,2,2023
Bahamas,71890.089,301.23799999999994,0.0489781746031746,0.5718062678062678,0.3377777777777778,0.00041046234680262373,2,2023
Bangladesh,380255.63,159276.172,0.0,0.5631425364758698,0.7466666666666667,0.0021923272594472224,2,2023
Bermuda,41550.923,321.128,0.0075297619047619046,0.549272030651341,0.24888888888888888,0.0002415531886096515,2,2023
Bhutan,16332.416,372.303,0.009533730158730158,0.5198238798238798,0.16444444444444445,1.941287178354626e-05,2,2023
Solomon Isds,6006.776,0.047,0.0,0.49446661739344666,0.08444444444444445,2.0656541068141758e-05,2,2023
Cayman Isds,41032.490000000005,328.365,0.00017857142857142857,0.551991199119912,0.28444444444444444,0.00023602194247267992,2,2023
Christmas Isds,556.1619999999999,0.095,0.0,0.4460088888888889,0.022222222222222223,1.247961449438949e-06,3,2023
Cocos Isds,9.196000000000002,3.248,0.0,0.4025350982751704,0.013333333333333332,1.0042319864871354e-08,3,2023
Cook Isds,1826.205,89.113,0.0,0.46653649465364944,0.057777777777777775,4.0866872086267117e-07,3,2023
Croatia,1836434.118,1188093.193,0.012361111111111111,0.5589083820662768,0.7022222222222222,0.006241016661328631,2,2023
Ethiopia,680128.484,3460.536,0.01246031746031746,0.593096926713948,0.49777777777777776,0.0029100799730304534,2,2023
Eritrea,9288.434,98.23299999999999,0.0,0.505679012345679,0.1288888888888889,2.6184073394399088e-05,2,2023
Fiji,50183.65,14037.033,0.003353174603174603,0.549272030651341,0.32,0.00014420521416828576,2,2023
State of Palestine,234740.796,12779.520999999999,0.001884920634920635,0.5589083820662768,0.3466666666666667,0.000623796310155355,2,2023
Kiribati,2092.059,0.416,0.0,0.4955654320987654,0.06666666666666667,6.958183140759712e-06,2,2023
Guam,507.62800000000004,2.818,0.0,0.48479227053140095,0.06666666666666667,1.7828747382644553e-06,3,2023
Guinea,83791.46399999999,324.014,0.0007341269841269841,0.5412729234088457,0.24444444444444444,0.0002800787938796535,2,2023
Iran,838526.0979999999,86939.023,0.10098875661375663,0.5533609043286463,0.5866666666666667,0.0036809016082064395,2,2023
Liberia,29318.265,570.352,0.008333333333333333,0.5506282578875171,0.25333333333333335,7.447823281514195e-05,2,2023
Libya,441112.558,181.31,0.03994047619047619,0.5645682137834037,0.29777777777777775,0.0015912782589012234,2,2023
Malawi,176308.581,70.279,0.026984126984126985,0.5617240414217745,0.3288888888888889,0.00042553724412930057,2,2023
Maldives,54566.259,2.259,0.02880952380952381,0.5465795206971678,0.2222222222222222,4.9295642667677865e-05,2,2023
Mauritania,92717.481,136.73499999999999,0.0006547619047619047,0.5575111111111112,0.29333333333333333,0.0002446494569420075,2,2023
Montenegro,225101.00400000002,52290.043000000005,0.008025793650793651,0.5589083820662768,0.37333333333333335,0.0008275375449683848,2,2023
Nauru,608.6140000000001,583.552,0.0002380952380952381,0.4704735114861697,0.08,1.8171862399791088e-06,3,2023
Nepal,313269.102,11303.353,0.001488095238095238,0.5452431404509643,0.37777777777777777,0.0007201418525459733,2,2023
New Caledonia,115513.796,101.14699999999999,0.0,0.5091425672247589,0.10666666666666666,0.00046174731418679657,2,2023
Vanuatu,5238.548,129.323,0.01058862433862434,0.524716339869281,0.17777777777777778,4.837871904695412e-06,2,2023
Niue,177.275,4.584,0.0,0.41220784555350176,0.03111111111111111,2.437979694463262e-08,3,2023
Norfolk Isds,290.06600000000003,0.0,0.0,0.42857142857142855,0.013333333333333332,4.421694030686202e-07,3,2023
FS Micronesia,1862.409,0.094,0.0,0.4837406604000964,0.05333333333333333,1.0974739646042686e-05,3,2023
Marshall Isds,1714.145,80.25,0.0,0.48165106791456685,0.06666666666666667,7.500285747640653e-06,3,2023
Palau,447.78200000000004,0.957,0.0,0.47855030996661896,0.05333333333333333,7.351508497030569e-07,3,2023
Papua New Guinea,69727.995,236.093,0.24176917989417987,0.5547374239911553,0.28888888888888886,0.00010934900016265385,2,2023
Timor-Leste,8904.039999999999,43.897000000000006,0.01941468253968254,0.549272030651341,0.24,1.75899469981614e-05,2,2023
Rwanda,101744.894,1318.493,0.0033432539682539683,0.5386580783682232,0.26222222222222225,0.00040549958996822323,2,2023
Seychelles,17601.617000000002,1630.5510000000002,0.17046626984126984,0.5425898891592322,0.26222222222222225,4.45582718031688e-05,2,2023
Slovenia,8805487.624000002,19445082.594,0.054103835978835974,0.5946785185185185,0.9955555555555555,0.04735239182974378,2,2023
Zimbabwe,235280.51299999998,5909.205,0.008819444444444444,0.5762388745334481,0.38666666666666666,0.00024241908140200857,2,2023
Syria,99664.796,2319.476,0.0,0.5399623352165724,0.2577777777777778,0.000294995039428053,2,2023
Tajikistan,107538.791,68.306,0.0,0.5718062678062678,0.3111111111111111,0.0003557791476588733,2,2023
Togo,120872.13999999998,6326.271000000001,0.0,0.5479224679224679,0.31555555555555553,0.00041185819153464185,2,2023
Tonga,3240.943,2.437,0.004583333333333333,0.5210384215991692,0.15555555555555556,4.919914975826149e-06,2,2023
Tuvalu,1008.663,4.019,0.0,0.47957945041816014,0.057777777777777775,3.849042876720379e-06,3,2023
United Rep. of Tanzania,478486.606,3750.599,0.04243716931216931,0.5884022280856054,0.49777777777777776,0.0011175380375680229,2,2023
Zambia,280384.342,3980.966,0.0712962962962963,0.5853135024788568,0.43555555555555553,0.00047706686611023865,2,2023
Chad,93051.41399999999,24.489,0.008055555555555555,0.5386580783682232,0.2088888888888889,0.0002877025880697692,2,2023
Comoros,9298.265,0.852,0.00882936507936508,0.504534942182001,0.10222222222222223,3.948570589747104e-05,3,2023
Equatorial Guinea,13416.047,19.923,0.004632936507936508,0.5234846113719354,0.1511111111111111,4.9117302734141043e-05,2,2023
Greenland,3754.242,9.062000000000001,0.0,0.4869092673459485,0.057777777777777775,2.698272376419334e-06,3,2023
Lesotho,29331.589000000004,280.301,0.06660383597883597,0.530962962962963,0.21777777777777776,3.9832274641159716e-05,2,2023
Guinea-Bissau,7125.968,0.073,0.0,0.5150218116499872,0.12,2.2790306580490877e-05,3,2023
San Marino,1917.0520000000001,18279.099,0.0,0.4955654320987654,0.21777777777777776,9.984178605629204e-06,2,2023
Sierra Leone,96262.91699999999,2668.808,0.01001984126984127,0.5335034556087188,0.30666666666666664,0.0003432190312595567,2,2023
Somalia,117656.21500000001,356.31,0.0,0.5465795206971678,0.24,0.0001783617351496671,2,2023
South Sudan,32452.111,99.25,0.03507936507936508,0.5198238798238798,0.1688888888888889,5.4699588772814715e-05,2,2023
Sudan,354599.268,96.57000000000001,0.0202744708994709,0.5533609043286463,0.30666666666666664,0.0008576993377672129,2,2023
Turkmenistan,104420.01599999999,152.097,0.0,0.5222586520947177,0.17333333333333334,0.0002466563907996737,2,2023
Haiti,65956.441,23.213,0.0,0.5335034556087188,0.20444444444444446,0.00022932581277195906,2,2023
Aruba,46363.369,2347.407,0.006587301587301587,0.5103076531909484,0.16,0.00012239561324418348,2,2023
Anguilla,506.78700000000003,7921.822,0.0,0.49011965811965813,0.07555555555555556,8.763862625147141e-07,2,2023
Saint Lucia,7678.008000000001,479.68400000000014,0.010595238095238095,0.5150218116499872,0.17333333333333334,1.3441884627335229e-05,2,2023
Turks and Caicos Isds,3950.063,78.83500000000001,0.008888888888888889,0.49119921683798334,0.08888888888888889,2.116222322838212e-05,3,2023
Central African Rep.,72842.22600000001,13.629999999999999,0.024484126984126983,0.549272030651341,0.2311111111111111,0.00030792521166098303,2,2023
Falkland Isds (Malvinas),2211.259,1.243,0.0,0.47246704331450096,0.035555555555555556,7.077192889413608e-06,3,2023
Br. Indian Ocean Terr.,52.711999999999996,5.588,0.0,0.45234167230110434,0.022222222222222223,3.034440687642475e-07,3,2023
Dem. People's Rep. of Korea,60118.287,6662.124,0.0,0.4655625144977963,0.13333333333333333,0.00032898209653615067,3,2023
Saint Pierre and Miquelon,4720.932000000001,15.096,0.0,0.4806130268199234,0.022222222222222223,1.885657219460242e-05,3,2023
Fr. South Antarctic Terr.,13.501,1.018,0.0,0.45980297823596794,0.035555555555555556,5.113326493812211e-08,3,2023
Wallis and Futuna Isds,1778.571,3.04,0.0,0.4551111111111111,0.03111111111111111,6.968861870910241e-06,3,2023
Saint BarthÃ©lemy,972.5049999999999,558.421,0.015317460317460318,0.4655625144977963,0.04,3.892644114294119e-06,3,2023
Pitcairn,41.190999999999995,134.655,0.0,0.4694830409356725,0.017777777777777778,6.752938510501009e-08,3,2023
Saint Helena,1069.123,309.739,0.0,0.4714681700728212,0.035555555555555556,3.756575408825079e-06,3,2023
N. Mariana Isds,126.451,0.001,0.004424603174603175,0.4347065193848819,0.03111111111111111,4.4101246974948113e-07,3,2023
Bonaire,18252.805000000004,15.213,0.0,0.45697632058287796,0.017777777777777778,6.811883644008773e-05,3,2023
Tokelau,56.785999999999994,765.139,0.0,0.4263947312513278,0.05333333333333333,2.096449818650136e-07,3,2023
Afghanistan,387050.063,302.578,0.0,0.5298303229337712,0.25333333333333335,0.0003860583491544947,2,2024
Australia,10940816.541,3144584.2740000007,0.008690476190476191,0.634546050475254,1.1511111111111112,0.06660145922925177,2,2024
Belgium,44406111.488000005,52232545.936,0.040357142857142855,0.7291902071563089,1.5333333333333334,0.24288694635942343,2,2024
Brunei Darussalam,125684.679,1698.7269999999999,0.05883597883597883,0.5487528344671201,0.3022222222222222,0.00015415581710025164,2,2024
Canada,18414999.675,11836442.421,0.15799603174603172,0.7822222222222223,1.5022222222222221,0.12605487497961498,2,2024
France,31769064.558,40587015.875,0.013174603174603174,0.7937679376793768,1.6444444444444444,0.17016143481713703,2,2024
Germany,74237918.427,113727167.456,0.004345238095238096,0.7366818873668188,1.5377777777777777,0.3761827828514166,2,2024
Grenada,9307.37,15.163,0.004424603174603175,0.5337744692583403,0.21333333333333332,5.053836017512211e-05,2,2024
Ireland,13324501.919000002,101089802.903,0.058541666666666665,0.7242798353909464,1.3866666666666667,0.09991251057979042,2,2024
Kenya,734099.316,161040.758,0.11534722222222224,0.6402116402116402,0.9066666666666666,0.0017328950976021333,2,2024
Rep. of Korea,9177077.719,12797725.238,0.00890873015873016,0.6850672328379334,1.431111111111111,0.05456536452377422,2,2024
Montserrat,380.985,0.0,0.0,0.49446722348772465,0.08,2.0258841836142385e-06,3,2024
Netherlands,24667723.529,35123480.902,0.01607142857142857,0.7170370370370369,1.5377777777777777,0.1440235103138045,2,2024
New Zealand,1402796.954,491539.83300000004,0.042956349206349206,0.6059467918622847,0.9377777777777778,0.0061067563579104995,2,2024
Saudi Arabia,8675078.158,588975.17,0.004226190476190476,0.6578321440706761,0.8488888888888889,0.04402674713136363,2,2024
India,2695051.484,29105504.672000002,3.968253968253968e-05,0.6701280719972308,1.431111111111111,0.016328475550130773,2,2024
Singapore,5719271.6219999995,22932112.183,0.02156746031746032,0.680731364275668,1.2444444444444445,0.03201251592346333,2,2024
Switzerland,67517811.484,88905740.906,0.053561507936507935,0.7006876583423814,1.4266666666666667,0.2749378923039884,2,2024
United Kingdom,28588215.974999998,26196895.043,0.01742063492063492,0.6850672328379334,1.448888888888889,0.1531913443502755,2,2024
Burkina Faso,260657.49000000002,935.4609999999999,0.002777777777777778,0.5975308641975309,0.44,0.0005400966348882092,2,2024
Uzbekistan,1653829.7389999998,20413.128999999997,0.0,0.5601851851851851,0.4666666666666667,0.0028367572132558514,2,2024
Albania,283538.302,8015.038,0.0037301587301587303,0.5404801786711334,0.36444444444444446,0.0008810906039735061,3,2024
Austria,11631545.531,18451806.84,0.09274140211640214,0.6598500340831629,1.28,0.07796583375140279,2,2024
Bosnia Herzegovina,553260.387,109441.23599999999,0.014543650793650794,0.5782556750298686,0.5511111111111111,0.0018762830595465123,2,2024
Croatia,2070466.889,1332709.0939999998,0.004345238095238096,0.5601851851851851,0.7155555555555555,0.006432372827455387,2,2024
Cyprus,587061.17,556206.476,0.045436507936507935,0.6163642152180834,1.0533333333333332,0.0015741716045481683,2,2024
Czechia,7524679.7979999995,3836002.072,0.03186838624338623,0.6181353767560664,1.0755555555555556,0.03251934713022681,2,2024
Denmark,6830456.26,18782539.601999998,0.02378968253968254,0.6939068100358423,1.3155555555555556,0.02841273430532326,2,2024
Finland,2490833.193,3158667.3950000005,0.052996031746031735,0.6326797385620915,1.008888888888889,0.010999973916484239,2,2024
Greece,4230226.193,3249002.78,0.01130952380952381,0.5767053917187964,1.048888888888889,0.018936467676872123,2,2024
Italy,32033831.540999997,55021406.151,0.004345238095238096,0.6199167467178994,1.2,0.15593492171260395,2,2024
CÃ´te d'Ivoire,501171.803,10368.303,0.0007638888888888889,0.6235104669887278,0.6222222222222222,0.001206656148715288,2,2024
Kuwait,2198398.992,50695.177,0.0036706349206349206,0.6093799181617878,0.5466666666666666,0.013652049303763666,2,2024
Lithuania,1904129.0929999999,1136997.622,0.00035714285714285714,0.5798143156633723,0.8133333333333334,0.005872220692582603,2,2024
Luxembourg,846152.9099999999,88968.939,0.32240079365079366,0.6008690254500311,0.7866666666666666,0.004403414148476791,2,2024
Madagascar,185787.063,477.88100000000003,0.04237103174603175,0.5798143156633723,0.43555555555555553,0.0005090115078214537,2,2024
Malta,524229.251,782862.868,0.18723214285714285,0.6235104669887278,0.96,0.0009426524826413877,2,2024
Mozambique,223973.729,1663.2140000000002,0.004424603174603175,0.5705865016209843,0.39555555555555555,0.0003769679886486245,2,2024
Norway,2802662.962,1104901.28,0.00873015873015873,0.6163642152180834,0.96,0.012377665347623978,2,2024
Poland,12792284.927000001,5695560.925,0.011746031746031746,0.6217084136159281,1.0666666666666667,0.06536915525719598,2,2024
Qatar,1074007.264,2187.6079999999997,0.010853174603174602,0.6042446941323345,0.52,0.007028021613024527,2,2024
Senegal,314467.869,4757.501,0.021845238095238095,0.5751633986928104,0.5377777777777778,0.0008075511934213083,2,2024
Serbia,1813054.8169999998,437688.27999999997,0.0,0.5705865016209843,0.6666666666666666,0.006231708000558653,2,2024
Slovakia,2732236.7550000004,781233.988,0.0004761904761904762,0.6008690254500311,0.8222222222222222,0.010597890035326943,2,2024
South Africa,2492795.633,601281.218,0.018273809523809526,0.676450034940601,1.2533333333333334,0.009103846553641163,2,2024
Spain,22173396.011,21266913.05,0.0037896825396825395,0.6961524631427544,1.3822222222222222,0.15902914207583368,2,2024
TÃ¼rkiye,5401086.213,2598970.636,0.09041997354497354,0.6659786721706226,1.3511111111111112,0.031699784116933284,2,2024
Uganda,360495.40900000004,31549.929,0.02861111111111111,0.6128521684077239,0.6177777777777778,0.000635109575992547,2,2024
North Macedonia,314327.984,208960.476,0.07287698412698412,0.5616478096895852,0.5111111111111111,0.0010644305018418132,2,2024
Algeria,1448949.358,23472.115,0.0,0.5459672870840383,0.37777777777777777,0.006415475329035983,2,2024
Argentina,2506423.607,976090.54,0.0,0.5721040189125295,0.7733333333333333,0.014049938610197717,2,2024
Cambodia,337037.256,17975.224,0.1376554232804233,0.5721040189125295,0.5066666666666667,0.0006448517207741818,2,2024
Benin,143969.00899999996,1458.279,0.018035714285714287,0.5660818713450293,0.37333333333333335,0.0004996450394430559,2,2024
Guatemala,1051390.371,339686.433,0.02636904761904762,0.5975308641975309,0.6177777777777778,0.0033699115321518063,2,2024
Hungary,8002030.745999999,11448137.874,0.009623015873015874,0.6128521684077239,1.031111111111111,0.026746676507389832,2,2024
Indonesia,1260031.762,802013.5480000001,0.027450396825396826,0.6199167467178994,1.1066666666666667,0.006591034879809602,2,2024
Mauritania,91188.563,208.664,0.0,0.554410080183276,0.28,0.0002101020852112282,2,2024
Morocco,1014886.928,116295.014,0.019781746031746032,0.5845410628019323,0.7333333333333333,0.003993251638242484,2,2024
Portugal,4091679.713,4636559.626,0.08253968253968254,0.6128521684077239,1.1288888888888888,0.016868284196862465,2,2024
Thailand,2902209.469,720315.275,0.023078703703703705,0.634546050475254,1.0844444444444445,0.013486446349207875,2,2024
Tunisia,624955.574,132061.914,0.0,0.5660818713450293,0.6222222222222222,0.0022185530608733067,2,2024
Uruguay,478542.90800000005,248505.273,0.0,0.5690770135214579,0.6755555555555556,0.002111817108392059,2,2024
American Samoa,12.826,195.90099999999998,0.017083333333333332,0.3961530591364846,0.044444444444444446,1.7955846187102427e-08,3,2024
Bulgaria,2200777.123,1355225.324,0.0,0.6093799181617878,1.1022222222222222,0.009475342023350349,2,2024
Samoa,6082.768,5.676,0.008551587301587301,0.5025960539979231,0.12,6.830945587276812e-06,2,2024
Andorra,49323.75000000001,2242.1820000000002,0.00867063492063492,0.4933741080530071,0.1288888888888889,0.00017371513627267005,3,2024
Angola,248984.692,286.786,0.047549603174603175,0.5767053917187964,0.4488888888888889,0.00036426061606114967,3,2024
